timestamp;actual;predicted
25;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 10]
26;[2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 8, 9, 10]
27;[0, 11, 1, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
28;[11, 1, 12, 2];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
29;[11, 1, 12, 2];[11, 0, 1, 12, 3, 4, 5, 6, 7, 8, 10]
30;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
31;[11, 12, 4, 5];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
32;[11, 12, 6, 7];[11, 0, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
33;[11, 12, 9, 10];[0, 11, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
34;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
35;[11, 12, 4, 5, 6, 7];[11, 0, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
36;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
37;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 10]
38;[0, 11, 1, 12];[11, 0, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
39;[11, 1, 12, 2, 8, 9];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
40;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
41;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
42;[6, 7];[11, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10]
43;[11, 12, 4, 5, 6, 7];[0, 11, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
44;[11, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
45;[11, 1, 12, 2, 8, 9, 10];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 10]
46;[1, 2, 7, 8];[11, 0, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
47;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
48;[11, 1, 12, 2, 3, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
49;[11, 12, 2, 3];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
50;[11, 1, 12, 2, 4, 5];[11, 0, 1, 12, 2, 3, 4, 6, 7, 8, 9, 10]
51;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
52;[11, 12, 2, 3];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
53;[11, 12, 4, 5];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
54;[11, 12, 2, 3, 9, 10];[11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
55;[11, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
56;[0, 11, 12];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
57;[11, 12, 5, 6];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
58;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
59;[11, 12, 2, 3];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8, 10]
60;[7, 8];[0, 11, 12, 1, 2, 3, 6, 7, 8, 9, 10]
61;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
62;[1, 2];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
63;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
64;[1, 2, 7, 8, 9];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
65;[11, 1, 12, 2];[11, 0, 1, 12, 2, 3, 4, 5, 6, 8, 9, 10]
66;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
67;[0, 11, 1, 12, 5, 6, 9, 10];[11, 0, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
68;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
69;[0, 1];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8]
70;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 6, 7, 8, 9, 10]
71;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
72;[11, 12, 3, 4];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 9, 10]
73;[0, 1, 2, 3, 7, 8];[0, 11, 12, 1, 2, 3, 4, 5, 7, 8, 9, 10]
74;[11, 1, 12, 2];[11, 0, 1, 12, 2, 3, 4, 6, 7, 8, 9, 10]
75;[0, 1];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
76;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
77;[0, 1, 2];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
78;[11, 12, 2, 3, 4, 5, 6];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
79;[11, 12, 4, 5, 6, 7, 8];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
80;[0, 11, 1, 12];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
81;[11, 12, 4, 5, 6, 7];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
82;[11, 12];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
83;[1, 2];[11, 0, 12, 1, 2, 3, 4, 5, 7, 8, 9, 10]
84;[11, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
85;[11, 1, 12, 2, 4, 5, 6, 7, 8];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 10]
86;[2, 3];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
87;[11, 12, 4, 5, 6, 7];[0, 11, 1, 12, 2, 3, 5, 6, 7, 8, 9, 10]
88;[3, 4, 7, 8];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
89;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
90;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
91;[0, 11, 12];[0, 11, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
92;[11, 12, 4, 5, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
93;[11, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
94;[0, 11, 1, 12, 4, 5];[0, 11, 1, 12, 3, 4, 5, 6, 7, 8, 9, 10]
95;[11, 12, 4, 5, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
96;[0, 11, 12];[0, 11, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
97;[0, 1, 8, 9, 10];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
98;[0, 1];[11, 0, 12, 1, 4, 5, 6, 7, 8, 9, 10]
99;[11, 12, 2, 3, 9, 10];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
100;[11, 12, 4, 5, 6, 7];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
101;[0, 11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
102;[0, 11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
103;[11, 12];[11, 0, 1, 12, 2, 3, 4, 5, 6, 8, 9, 10]
104;[7, 8];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8]
105;[9, 10];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
106;[11, 12, 6, 7];[0, 11, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
107;[1, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
108;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 8, 9, 10]
109;[0, 11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
110;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
111;[11, 1, 12, 2];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
112;[0, 11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 8, 9, 10]
113;[11, 1, 12, 2, 3];[0, 11, 12, 1, 2, 3, 4, 5, 6, 8, 9, 10]
114;[11, 1, 12, 2];[11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
115;[0, 11, 1, 12, 2, 8, 9];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8]
116;[11, 1, 12, 2];[11, 0, 12, 1, 2, 3, 4, 5, 6, 8, 9, 10]
117;[11, 12, 4, 5, 6, 7];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
118;[11, 12, 4, 5];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
119;[11, 1, 12, 2];[11, 0, 1, 12, 2, 3, 6, 7, 8, 9, 10]
120;[0, 11, 1, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
121;[0, 11, 5, 6, 10];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
122;[11, 12, 4, 5, 6, 7, 8];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
123;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
124;[0, 11, 12];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8]
125;[1, 2, 3];[11, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9, 10]
126;[0, 1];[0, 11, 1, 12, 3, 4, 5, 6, 7, 8, 10]
127;[11, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
128;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
129;[0, 11, 1, 12, 2, 4, 5, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
130;[0, 1];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
131;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
132;[1, 2];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
133;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
134;[0, 11, 1, 12];[0, 11, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
135;[1, 2, 6, 7, 8];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
136;[0, 1];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
137;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
138;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
139;[11, 12, 2, 3];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 9, 10]
140;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
141;[11, 1, 12, 2, 7, 8];[11, 0, 1, 12, 2, 3, 4, 5, 8, 9, 10]
142;[11, 12, 6, 7];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
143;[11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 3, 5, 6, 7, 8, 9, 10]
144;[0, 2, 3];[11, 0, 1, 12, 4, 5, 6, 7, 8, 9, 10]
145;[0, 11, 1, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
146;[4, 5, 6, 7];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
147;[0, 11, 1, 12, 3, 4];[0, 11, 1, 12, 3, 4, 5, 6, 7, 8, 9, 10]
148;[11, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
149;[0, 1, 4, 5];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
150;[11, 12, 4, 5, 9, 10];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
151;[1, 2];[11, 0, 1, 12, 2, 3, 4, 5, 8, 9, 10]
152;[2, 3];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
153;[0, 11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 7, 8, 9, 10]
154;[0, 11, 1, 12, 2, 9, 10];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
155;[4, 5, 7, 8];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
156;[11, 12, 2, 13, 3];[11, 0, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
157;[0, 1];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 10]
158;[11, 1, 12, 2, 4, 5];[0, 11, 1, 12, 2, 3, 4, 6, 7, 8, 9, 10]
159;[11, 12, 2, 3, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
160;[11, 12, 4, 5, 9, 10];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
161;[11, 12, 3, 4];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 10]
162;[11, 12, 4, 5];[0, 11, 1, 12, 2, 3, 6, 7, 8, 9, 10]
163;[11, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 8, 9, 10]
164;[0, 11, 12, 5, 6, 7];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8]
165;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
166;[11, 12, 4, 5, 6, 7];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
167;[11, 12, 2, 3];[11, 0, 1, 12, 3, 4, 5, 6, 7, 8, 10]
168;[0, 11, 1, 12, 9, 10];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
169;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
170;[6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
171;[11, 12, 4, 5, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 10]
172;[11, 12, 3, 4];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
173;[11, 12, 3, 4];[0, 11, 12, 1, 2, 3, 4, 5, 7, 8, 9, 10]
174;[11, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
175;[0, 11, 1, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 6, 7, 8, 9, 10]
176;[11, 12, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
177;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
178;[11, 12, 4, 5, 6, 7, 10];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
179;[1, 2, 9, 10];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
180;[11, 1, 12, 2];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
181;[0, 1];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
182;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
183;[2, 13, 3, 4];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
184;[11, 12, 2, 3];[0, 11, 12, 1, 3, 4, 5, 6, 7, 8, 10]
185;[11, 12, 3, 4];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
186;[11, 12, 9, 10];[11, 0, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
187;[7, 8];[0, 11, 12, 1, 2, 3, 4, 5, 8, 9, 10]
188;[11, 12, 2, 13, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
189;[4, 5];[11, 0, 1, 12, 2, 3, 4, 5, 6, 8, 9, 10]
190;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
191;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
192;[11, 12, 2, 3, 6, 7];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 10]
193;[0, 11, 1, 12];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
194;[11, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
195;[11, 12, 2, 3];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8]
196;[0, 1, 4, 5];[11, 0, 1, 12, 2, 3, 5, 6, 7, 8, 9, 10]
197;[0, 1];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8]
198;[11, 12, 4, 5, 6, 7];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8]
199;[6, 7, 8, 9];[0, 11, 12, 1, 2, 3, 5, 6, 7, 8, 9, 10]
200;[11, 12, 4, 5, 7, 8];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
201;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
202;[0, 1];[0, 11, 1, 12, 2, 3, 5, 6, 7, 8, 9, 10]
203;[11, 12, 2, 3];[0, 11, 1, 12, 2, 3, 4, 5, 8, 9, 10]
204;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
205;[11, 1, 12, 2, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
206;[0, 11, 1, 12, 2, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
207;[11, 12, 2, 13, 3];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
208;[7, 8];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
209;[11, 1, 12, 2];[0, 11, 1, 12, 2, 3, 4, 5, 6, 8, 9, 10]
210;[4, 5];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
211;[0, 1, 7, 8];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
212;[11, 12, 6, 7];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 10]
213;[11, 1, 12, 2, 7, 8];[11, 0, 12, 1, 2, 3, 4, 5, 8, 9, 10]
214;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
215;[11, 1, 12, 2, 3];[11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
216;[0, 11, 12];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
217;[11, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
218;[1, 2];[11, 0, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
219;[11, 12, 4, 5, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
220;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
221;[0, 11, 12];[0, 11, 12, 1, 4, 5, 6, 7, 8, 9, 10]
222;[1, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
223;[0, 11, 1, 12, 2];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 10]
224;[11, 1, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
225;[11, 12, 2, 13, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
226;[5, 6, 7];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
227;[11, 12, 5, 6, 7];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
228;[11, 12, 4, 5];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
229;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
230;[4, 5];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 9, 10]
231;[11, 1, 12, 2, 6, 7];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
232;[11, 12, 4, 5];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
233;[11, 12, 5, 6, 7, 10];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8]
234;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
235;[11, 12, 6, 7];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
236;[11, 12, 4, 5, 6];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
237;[0, 11, 1, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
238;[11, 12, 2, 3];[0, 11, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
239;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
240;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
241;[0, 1];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 8, 9]
242;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
243;[2, 3];[0, 11, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
244;[0, 1];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
245;[0, 11, 1, 12, 9, 10];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
246;[0, 1];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
247;[11, 1, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
248;[0, 11, 1, 12];[0, 11, 12, 1, 2, 3, 4, 5, 7, 8, 9, 10]
249;[0, 11, 1, 12];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 8, 10]
250;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
251;[11, 12, 6, 7];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
252;[11, 12, 2, 3];[11, 0, 12, 1, 2, 3, 4, 5, 8, 9, 10]
253;[1, 2, 4, 5];[11, 0, 12, 1, 2, 3, 4, 6, 7, 8, 9, 10]
254;[0, 11, 1, 12, 4, 5];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
255;[0, 11, 1, 12];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
256;[0, 11, 1, 12];[0, 11, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
257;[11, 12, 2, 3, 6, 7];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
258;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9]
259;[11, 1, 12, 2, 9, 10];[11, 0, 1, 12, 2, 3, 4, 5, 8, 9, 10]
260;[6, 7];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 8]
261;[0, 1];[11, 0, 12, 1, 3, 4, 5, 6, 7, 8, 10]
262;[3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
263;[11, 1, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
264;[11, 12, 9, 10];[11, 0, 1, 12, 2, 3, 4, 5, 6, 7, 9, 10]
265;[11, 12, 4, 5, 6, 7, 10];[11, 0, 1, 12, 2, 4, 5, 6, 7, 8, 9, 10]
266;[11, 1, 12, 2, 3];[11, 0, 1, 12, 2, 3, 4, 5, 7, 8, 9, 10]
267;[5, 6];[0, 11, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
268;[11, 1, 12, 2, 4, 5];[11, 12, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
269;[0, 1];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
270;[11, 12, 3, 4];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 9, 10]
271;[0, 11, 1, 12];[11, 0, 12, 1, 2, 3, 4, 5, 6, 7, 8]
272;[11, 1, 12, 2];[0, 11, 1, 12, 2, 3, 4, 5, 8, 9, 10]
273;[11, 12, 4, 5, 6, 7, 10];[11, 0, 12, 1, 2, 4, 5, 6, 7, 8, 9, 10]
