timestamp;actual;predicted
124;[11, 4, 5, 6, 7, 9, 10];[0, 11, 1, 6, 7, 8, 9, 10]
125;[11, 1, 2, 4, 5, 8, 9, 10];[0, 11, 1, 2, 6, 7, 10]
126;[11, 4, 5, 10];[11, 0, 1, 2, 6, 7, 8, 10]
127;[11, 1, 2, 4, 5, 10];[11, 0, 1, 2, 7, 8, 9, 10]
128;[11, 5, 6, 7, 9, 10];[0, 11, 1, 2, 6, 8, 9, 10]
129;[0, 11, 1, 4, 5, 10];[11, 0, 1, 2, 6, 7, 10]
130;[11, 4, 5, 6, 7, 10];[0, 11, 1, 2, 6, 7, 8, 9]
131;[11, 4, 5, 6, 7, 8, 9, 10];[11, 0, 1, 6, 7, 8, 9, 10]
132;[11, 4, 5, 10];[11, 0, 1, 6, 7, 8, 9, 10]
133;[11, 4, 5, 10];[0, 11, 1, 2, 7, 8, 9, 10]
134;[11, 4, 5, 10];[0, 11, 1, 2, 7, 8, 9, 10]
135;[11, 1, 2, 4, 5, 8, 10];[11, 1, 2, 6, 7, 8, 9, 10]
136;[11, 4, 5, 6, 7, 10];[0, 11, 1, 6, 7, 8, 9, 10]
137;[4, 5];[11, 0, 1, 6, 7, 8, 9, 10]
138;[11, 4, 5, 6, 7, 10];[0, 11, 1, 6, 7, 8, 9, 10]
139;[0, 11, 1, 4, 5, 7, 10];[11, 0, 1, 2, 6, 7, 8, 10]
140;[1, 2, 4, 5, 8, 9];[11, 0, 1, 2, 6, 7, 8, 10]
141;[11, 4, 5, 10];[11, 0, 1, 2, 7, 8, 9, 10]
142;[11, 4, 5, 6, 7, 9, 10];[11, 0, 1, 2, 6, 7, 8, 10]
143;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
144;[0, 11, 5, 6, 9, 10];[11, 0, 1, 2, 6, 7, 8, 10]
145;[1, 2, 4, 5];[11, 1, 2, 6, 7, 8, 9, 10]
146;[11, 4, 5, 10];[0, 11, 1, 2, 7, 8, 9, 10]
147;[11, 4, 5, 6, 10];[11, 0, 1, 2, 6, 7, 10]
148;[5, 6];[0, 11, 1, 2, 6, 7, 8, 10]
149;[0, 11, 5, 6, 7, 10];[11, 0, 1, 2, 6, 7, 9, 10]
150;[11, 4, 5, 7, 10];[11, 1, 2, 6, 7, 8, 9, 10]
151;[11, 4, 5, 6, 7, 10];[11, 0, 1, 2, 7, 8, 10]
152;[5, 6];[11, 0, 1, 2, 7, 8, 9, 10]
153;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 7, 8, 9, 10]
154;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
155;[11, 4, 5, 6, 7, 10];[0, 11, 1, 2, 8, 9, 10]
156;[11, 5, 6, 9, 10];[11, 0, 1, 6, 7, 8, 9, 10]
157;[0, 11, 1, 4, 5, 10];[11, 0, 1, 2, 6, 7, 8, 10]
158;[11, 4, 5, 6, 7, 10];[0, 11, 1, 2, 7, 8, 9, 10]
159;[0, 11, 1, 4, 5, 10];[11, 0, 1, 2, 6, 7, 8, 10]
160;[11, 1, 2, 4, 5, 10];[11, 0, 1, 6, 7, 8, 9, 10]
161;[11, 4, 5, 6, 7, 10];[0, 11, 1, 2, 6, 7, 8, 10]
162;[5, 6, 9, 10];[0, 11, 1, 6, 7, 8, 9, 10]
163;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
164;[11, 4, 5, 10];[11, 0, 1, 6, 7, 8, 9, 10]
165;[11, 4, 5, 6, 10];[11, 0, 1, 6, 7, 8, 9, 10]
166;[11, 4, 5, 6, 7, 10];[11, 0, 1, 2, 8, 9, 10]
167;[0, 1, 5, 6];[0, 11, 1, 6, 7, 8, 9, 10]
168;[11, 4, 5, 10];[0, 11, 1, 6, 7, 8, 9, 10]
169;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
170;[11, 4, 5, 10];[11, 0, 1, 2, 6, 7, 8, 10]
171;[11, 4, 5, 10];[0, 11, 1, 2, 6, 7, 8, 10]
172;[5, 6, 8, 9];[11, 0, 1, 2, 6, 7, 8, 10]
173;[11, 5, 6, 10];[11, 0, 1, 2, 6, 7, 9, 10]
174;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 7, 8, 9, 10]
175;[5, 6, 8, 9];[11, 0, 2, 6, 7, 8, 9, 10]
176;[11, 4, 5, 10];[11, 0, 2, 6, 7, 8, 9]
177;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 7, 8, 9, 10]
178;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 7, 8, 9, 10]
179;[0, 11, 5, 6, 7, 10];[11, 0, 1, 6, 7, 8, 9, 10]
180;[4, 5];[11, 0, 1, 2, 6, 7, 8, 9]
181;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
182;[11, 4, 5, 10];[11, 0, 1, 2, 7, 8, 9, 10]
183;[11, 4, 5, 10];[0, 1, 2, 6, 7, 8, 9, 10]
184;[11, 4, 5, 6, 7, 10];[11, 0, 1, 2, 6, 7, 8, 9]
185;[11, 4, 5, 10];[11, 0, 1, 6, 7, 8, 9, 10]
186;[11, 4, 5, 6, 7, 8, 9, 10];[11, 0, 1, 6, 7, 8, 9, 10]
187;[0, 1, 4, 5];[11, 1, 2, 6, 7, 8, 9, 10]
188;[4, 5, 7, 8, 9];[11, 0, 1, 6, 7, 8, 9, 10]
189;[11, 1, 2, 4, 5, 6, 7, 10];[11, 2, 6, 7, 8, 9, 10]
190;[11, 4, 5, 10];[11, 0, 1, 2, 7, 8, 10]
191;[11, 1, 2, 4, 5, 6, 10];[11, 0, 1, 6, 7, 8, 9, 10]
192;[11, 5, 6, 10];[0, 2, 6, 7, 8, 9, 10]
193;[0, 11, 1, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
194;[11, 1, 2, 4, 5, 6, 7, 8, 10];[11, 0, 1, 2, 6, 7, 10]
195;[11, 1, 2, 4, 5, 6, 7, 8, 9, 10];[11, 0, 1, 6, 7, 8, 9, 10]
196;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 9, 10]
197;[0, 11, 1, 4, 5, 10];[11, 0, 1, 2, 7, 8, 9, 10]
198;[0, 11, 1, 4, 5, 10];[0, 1, 2, 6, 7, 8, 9]
199;[0, 11, 1, 5, 6, 7, 9, 10];[11, 0, 1, 2, 6, 7, 8, 10]
200;[0, 11, 1, 5, 6, 7, 10];[0, 11, 1, 2, 7, 8, 9, 10]
201;[11, 4, 5, 10];[1, 2]
202;[0, 1, 5, 6, 9, 10];[0]
203;[11, 1, 2, 4, 5, 10];[11, 10]
204;[11, 1, 2, 4, 5, 6, 7, 10];[1, 2, 6]
205;[4, 5];[0]
206;[0, 11, 1, 4, 5, 10];[0, 1, 10]
207;[11, 4, 5, 6, 7, 10];[1, 2, 6]
208;[4, 5];[7, 10]
209;[11, 4, 5, 10];[0, 8]
210;[11, 4, 5, 10];[0, 6, 10]
211;[0, 11, 1, 2, 4, 5, 10];[0, 1, 2, 10]
212;[0, 11, 1, 5, 6, 7, 10];[0, 10]
213;[0, 11, 1, 4, 5, 10];[7, 10]
214;[0, 5, 6];[0, 10]
215;[1, 2, 5, 6, 7];[0, 6, 7]
216;[5, 6, 9, 10];[0, 1, 2, 10]
217;[0, 11, 1, 5, 6, 7, 10];[0, 1, 2, 10]
218;[0, 1, 5, 6, 7, 8, 9];[0, 10]
219;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 7]
220;[0, 11, 1, 4, 5, 10];[0, 2, 8]
221;[11, 4, 5, 10];[11, 2, 6, 10]
222;[11, 4, 5, 10];[0, 2, 7]
223;[0, 1, 4, 5];[0, 1, 2, 10]
224;[0, 11, 1, 2, 4, 5, 10];[11, 1, 6, 7, 8]
225;[0, 11, 1, 5, 6, 7, 10];[0, 1, 10]
226;[11, 4, 5, 10];[0, 2, 10]
227;[4, 5];[0, 11, 2, 7, 10]
228;[0, 11, 1, 5, 6, 7, 9, 10];[11, 1, 2, 6, 7, 10]
229;[11, 4, 5, 10];[11, 0, 2, 7]
230;[0, 11, 1, 2, 4, 5, 10];[8, 9]
231;[0, 1, 4, 5];[11, 1, 2, 6, 7, 10]
232;[0, 1, 5, 6];[0, 1, 2, 7, 10]
233;[4, 5];[11, 0, 2, 7, 10]
234;[4, 5];[11, 2, 6, 7]
235;[0, 11, 1, 2, 4, 5, 10];[11, 2, 6, 7]
236;[0, 11, 1, 4, 5, 10];[11, 1, 2, 8, 10]
237;[11, 5, 6, 7, 9, 10];[0, 11, 2, 7, 10]
238;[0, 1, 4, 5];[0, 11, 2, 7, 8]
239;[0, 11, 5, 6, 7, 10];[11, 0, 1, 2, 10]
240;[0, 11, 1, 5, 6, 7, 10];[0, 11, 1, 2, 10]
241;[11, 4, 5, 6, 7, 10];[0, 1, 2, 7, 10]
242;[5, 6];[0, 11, 1, 2, 10]
243;[11, 1, 2, 4, 5, 10];[11, 0, 1, 9]
244;[11, 4, 5, 8, 9, 10];[0, 1, 2, 6, 7]
245;[11, 5, 6, 7, 10];[11, 0, 1, 7, 8, 10]
246;[11, 5, 6, 7, 9, 10];[11, 0, 1, 6, 7, 8, 10]
247;[11, 5, 6, 9, 10];[0, 11, 8, 9, 10]
248;[11, 5, 6, 7, 9, 10];[11, 0, 2, 7, 8, 10]
249;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 7]
250;[11, 4, 5, 10];[0, 1, 2, 6, 7]
251;[11, 4, 5, 10];[0, 6, 10]
252;[11, 4, 5, 8, 10];[0, 11, 1, 2, 7, 8, 10]
253;[11, 4, 5, 7, 10];[11, 2, 6, 8]
254;[11, 4, 5, 7, 10];[0, 1, 2, 7, 8, 10]
255;[11, 1, 2, 4, 5, 10];[11, 0, 1, 2, 10]
256;[0, 11, 1, 4, 5, 10];[0, 11, 1, 2, 7, 10]
257;[11, 4, 5, 6, 7, 10];[0, 11, 1, 6, 10]
258;[11, 4, 5, 10];[11, 1, 2, 8, 10]
259;[5, 6, 7];[2, 6, 8]
260;[0, 11, 1, 4, 5, 10];[0, 11, 1, 8, 9]
261;[0, 5, 6];[11, 0, 1, 6, 8, 10]
262;[11, 4, 5, 10];[11, 1, 2, 6, 10]
263;[1, 2, 4, 5];[0, 1, 2, 7, 10]
264;[4, 5];[0, 1, 2, 6, 7]
265;[11, 4, 5, 10];[1, 2, 6, 7, 8]
266;[11, 4, 5, 6, 7, 10];[11, 2, 6, 7, 8, 10]
267;[11, 4, 5, 10];[2, 8, 9]
268;[11, 4, 5, 10];[11, 2, 8, 10]
269;[4, 5];[11, 0, 6, 7, 8]
270;[11, 4, 5, 10];[0, 8, 9, 10]
271;[11, 4, 5, 10];[0, 2, 6, 7, 10]
272;[0, 1, 5, 6];[11, 0, 1, 7, 8, 10]
273;[0, 1, 5, 6];[0, 1, 6, 7, 8, 10]
274;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 10]
275;[4, 5];[0, 1, 6, 7, 8, 10]
276;[0, 11, 5, 6, 7, 10];[0, 11, 1, 6, 10]
277;[11, 1, 2, 4, 5, 8, 9, 10];[11, 2, 6, 8, 10]
278;[4, 5, 6, 7];[1, 2, 6, 7, 8, 10]
279;[11, 4, 5, 10];[11, 1, 2, 6, 7, 10]
280;[0, 11, 1, 4, 5, 8, 10];[11, 1, 2, 7, 8, 10]
281;[11, 4, 5, 10];[11, 2, 6, 8]
282;[0, 11, 1, 5, 6, 7, 10];[0, 8, 9, 10]
283;[11, 1, 2, 4, 5, 7, 10];[11, 1, 2, 7, 9]
284;[0, 11, 5, 6, 10];[11, 0, 1, 2, 7, 10]
285;[1, 2, 4, 5];[11, 0, 1, 2, 7, 10]
286;[11, 5, 6, 7, 9, 10];[0, 1, 6, 7, 8, 10]
287;[0, 11, 1, 5, 6, 10];[0, 11, 1, 2, 7, 8, 10]
288;[1, 2, 4, 5];[0, 11, 1, 2, 7, 8, 10]
289;[4, 5, 6];[11, 1, 6, 7, 9]
290;[4, 5];[0, 7, 8, 9, 10]
291;[0, 11, 1, 5, 6, 8, 9, 10];[0, 11, 6, 7, 8, 10]
292;[11, 4, 5, 10];[1, 2, 8, 9, 10]
293;[11, 4, 5, 6, 7, 10];[0, 11, 1, 9, 10]
294;[11, 4, 5, 6, 7, 10];[11, 0, 1, 2, 7, 8]
295;[11, 4, 5, 10];[0, 11, 1, 8, 9]
296;[0, 11, 1, 5, 6, 7, 10];[0, 6, 7, 8, 10]
297;[11, 5, 6, 7, 9, 10];[0, 11, 1, 2, 10]
298;[11, 1, 2, 4, 5, 6, 7, 8, 9, 10];[11, 2, 6, 7, 10]
299;[0, 11, 1, 5, 6, 7, 9, 10];[11, 0, 1, 2, 7, 10]
300;[11, 4, 5, 7, 10];[11, 0, 1, 2, 7, 8, 10]
301;[4, 5];[2, 6, 9]
302;[11, 4, 5, 8, 9, 10];[11, 0, 1, 6, 7, 8, 10]
303;[11, 4, 5, 6, 7, 10];[11, 1, 2, 6, 10]
304;[11, 5, 6, 9, 10];[0, 11, 1, 2, 10]
305;[5, 6, 9, 10];[11, 0, 6, 7, 10]
306;[11, 4, 5, 8, 9, 10];[1, 2, 8, 9]
307;[0, 1, 4, 5];[0, 2, 6, 7]
308;[11, 5, 6, 7, 9, 10];[6, 8, 9, 10]
309;[11, 4, 5, 6, 7, 10];[0, 6, 7, 8, 10]
310;[11, 1, 2, 4, 5, 8, 9, 10];[11, 2, 8, 9, 10]
311;[11, 1, 2, 4, 5, 8, 9, 10];[11, 2, 6, 7, 10]
312;[11, 4, 5, 8, 9, 10];[11, 0, 1, 2, 7, 10]
313;[11, 5, 6, 7, 9, 10];[11, 1, 6, 7, 9, 10]
314;[0, 11, 1, 4, 5, 10];[11, 0, 1, 2, 7, 10]
315;[0, 11, 5, 6, 7, 10];[0, 11, 6, 8, 10]
316;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 10]
317;[11, 4, 5, 10];[11, 0, 1, 6, 8, 10]
318;[11, 4, 5, 6, 7, 10];[0, 2, 6, 7, 10]
319;[11, 4, 5, 10];[11, 0, 2, 6]
320;[11, 4, 5, 10];[0, 6, 7, 8, 10]
321;[11, 1, 2, 4, 5, 8, 9, 10];[11, 1, 2, 6, 8]
322;[11, 4, 5, 10];[11, 1, 2, 6, 7, 10]
323;[0, 11, 1, 5, 6, 7, 9, 10];[11, 1, 2, 6, 7]
324;[0, 11, 1, 2, 4, 5, 7, 10];[11, 1, 2, 6, 7, 10]
325;[0, 11, 1, 4, 5, 10];[0, 11, 1, 2, 10]
326;[11, 4, 5, 6, 7, 10];[0, 11, 2, 8, 10]
327;[0, 11, 1, 4, 5, 10];[11, 6, 7, 9, 10]
328;[0, 11, 1, 4, 5, 10];[11, 1, 2, 6, 7, 8, 10]
329;[11, 5, 6, 7, 10];[0, 2, 7, 8, 10]
330;[4, 5];[0, 11, 2, 7, 8]
331;[4, 5];[11, 0, 1, 7, 9, 10]
332;[0, 11, 1, 4, 5, 10];[0, 1, 2, 9, 10]
333;[11, 4, 5, 6, 7, 10];[11, 0, 1, 6, 8, 10]
334;[4, 5, 6, 7];[11, 2, 6, 7, 8]
335;[11, 4, 5, 8, 9, 10];[11, 0, 1, 8, 9, 10]
336;[11, 4, 5, 10];[11, 0, 1, 6, 7, 10]
337;[0, 11, 1, 5, 6, 7, 10];[0, 11, 1, 6, 7, 8, 10]
338;[0, 11, 1, 5, 6, 7, 10];[11, 0, 2, 7, 10]
339;[11, 4, 5, 10];[11, 0, 1, 2, 7, 8, 10]
340;[11, 5, 6, 7, 8, 9, 10];[11, 0, 1, 9, 10]
341;[0, 11, 1, 4, 5, 6, 10];[0, 11, 1, 2, 7, 10]
342;[11, 4, 5, 10];[11, 1, 2, 6, 7, 8, 10]
343;[11, 4, 5, 10];[11, 6, 7, 9, 10]
344;[11, 4, 5, 8, 9, 10];[11, 2, 6, 7, 10]
345;[0, 11, 4, 5, 10];[11, 0, 1, 2, 7, 10]
346;[5, 6, 9, 10];[0, 8, 9, 10]
347;[11, 4, 5, 10];[11, 2, 7, 9, 10]
348;[11, 4, 5, 10];[11, 0, 1, 2, 7, 8, 10]
349;[11, 4, 5, 10];[11, 0, 1, 2, 7, 8, 10]
350;[4, 5, 6, 7];[0, 11, 1, 2, 7, 8]
351;[0, 1, 4, 5];[11, 0, 1, 6, 10]
352;[11, 5, 6, 8, 9, 10];[2, 6, 7, 8]
353;[11, 4, 5, 9, 10];[0, 11, 1, 2, 7, 10]
354;[11, 4, 5, 10];[2, 6, 7, 9]
355;[0, 11, 1, 5, 6, 10];[0, 11, 1, 2, 7, 8, 10]
356;[0, 11, 1, 5, 6, 10];[1, 2, 7, 9]
357;[0, 11, 5, 6, 7, 10];[11, 0, 1, 2, 7, 8, 10]
358;[0, 11, 1, 5, 6, 7, 10];[0, 1, 2, 7, 10]
359;[11, 5, 6, 9, 10];[0, 11, 1, 6, 10]
360;[11, 1, 2, 4, 5, 10];[11, 1, 2, 6, 7, 10]
361;[11, 4, 5, 6, 7, 10];[1, 2, 7, 8, 9]
362;[11, 4, 5, 6, 7, 9, 10];[1, 2, 7, 8, 9]
363;[0, 11, 1, 5, 6, 7, 9, 10];[11, 2, 6, 7, 10]
364;[11, 4, 5, 7, 10];[11, 0, 1, 6, 10]
365;[0, 11, 1, 4, 5, 10];[11, 0, 6, 7, 8, 10]
