Classifier,Timestamp,F1,SA,HL,Pr,Re,F1m,F1M,Prm,PrM,Rem,ReM
MINAS-BR,22,0.45353183,0.0,0.0010330578,0.4061111,0.57282853,0.47492993,0.3847917,0.41197985,0.29046893,0.560587,0.5698303
MINAS-BR,23,0.44855243,0.0,9.881423E-4,0.40186456,0.5679092,0.47498032,0.38221505,0.41108206,0.28794387,0.5623992,0.56826025
MINAS-BR,24,0.44297016,0.0,9.469697E-4,0.39754248,0.55914986,0.47469538,0.3792204,0.41013378,0.28647813,0.5633805,0.56075495
MINAS-BR,25,0.44143873,0.0,9.090909E-4,0.39529875,0.5577384,0.4743091,0.3779639,0.4091455,0.28512275,0.56416166,0.5604598
MINAS-BR,26,0.43989804,0.0,8.7412586E-4,0.39242837,0.558446,0.47381458,0.37641793,0.40802625,0.28284293,0.5648959,0.5625209
MINAS-BR,27,0.43754733,0.0,8.417508E-4,0.38961527,0.5560248,0.4732075,0.3748899,0.40686983,0.2814296,0.5653911,0.5612892
MINAS-BR,28,0.43554783,0.0,8.116883E-4,0.3864118,0.55590427,0.47249424,0.37282732,0.4055929,0.27890214,0.5658254,0.5621366
MINAS-BR,29,0.43577853,0.0,7.8369904E-4,0.38528585,0.55766356,0.47181594,0.3725688,0.40434867,0.27805266,0.56630653,0.564431
MINAS-BR,30,0.43572572,0.0,7.5757573E-4,0.3843189,0.5583731,0.47117385,0.3721305,0.403146,0.27712023,0.5668206,0.56627816
MINAS-BR,31,0.43605793,0.0,7.3313783E-4,0.38350862,0.5602831,0.470592,0.37200883,0.40200207,0.2765094,0.5674027,0.5682778
MINAS-BR,32,0.43509063,0.0,7.102273E-4,0.3838811,0.55868334,0.47000167,0.37150535,0.40090767,0.27594912,0.5678708,0.568296
MINAS-BR,33,0.43194774,0.0,6.8870524E-4,0.3821444,0.552922,0.46931618,0.370042,0.3998526,0.27532712,0.56798893,0.5640958
MINAS-BR,34,0.4312995,0.0,6.684492E-4,0.3812699,0.5520323,0.46864092,0.36962834,0.39884162,0.27479532,0.5680531,0.5644077
MINAS-BR,35,0.43008265,0.0,6.4935064E-4,0.37938312,0.5516649,0.46796033,0.36865908,0.39782733,0.27361104,0.568113,0.56489414
MINAS-BR,36,0.42924738,0.0,6.3131313E-4,0.37777552,0.55154496,0.46726972,0.36768496,0.3967981,0.27233505,0.56817865,0.5657735
MINAS-BR,37,0.4238393,0.0,6.142506E-4,0.3731719,0.5444087,0.46641904,0.36517182,0.39569843,0.27051726,0.5679197,0.5617183
MINAS-BR,38,0.42552447,0.0,5.980861E-4,0.37390932,0.5475263,0.4656978,0.36600283,0.39472073,0.27157143,0.56779665,0.56111497
MINAS-BR,39,0.4283624,0.0,5.827506E-4,0.37561408,0.55214477,0.465151,0.36836952,0.39390084,0.27368233,0.5678691,0.56323457
MINAS-BR,40,0.43183565,0.0,5.681818E-4,0.37735814,0.55975616,0.46479294,0.36976105,0.39322636,0.2748872,0.5682054,0.56463915
MINAS-BR,41,0.4349522,0.0,5.543237E-4,0.379056,0.5666135,0.46460944,0.37172896,0.39269567,0.27646527,0.5687669,0.56715924
MINAS-BR,42,0.43503675,0.0,5.4112554E-4,0.37944517,0.566741,0.46443453,0.3718653,0.3922097,0.27716678,0.5692635,0.56485826
MINAS-BR,43,0.43818516,0.0,5.285412E-4,0.38089904,0.57430625,0.4643982,0.37334138,0.3918252,0.2782468,0.569966,0.5671841
MINAS-BR,44,0.43670776,0.0,5.165289E-4,0.38005787,0.57089204,0.46427608,0.37289846,0.39142838,0.27756903,0.5704389,0.5679616
MINAS-BR,45,0.43846548,0.0,5.050505E-4,0.3803243,0.5767878,0.46421996,0.3738442,0.39106506,0.2778674,0.5710425,0.57110775
MINAS-BR,46,0.44041023,0.0,4.9407117E-4,0.38197723,0.57972986,0.46423241,0.3741393,0.39077798,0.27858686,0.5716935,0.5694575
MINAS-BR,47,0.44270098,0.0,4.83559E-4,0.38347983,0.5843198,0.46432063,0.3750715,0.39055946,0.27943107,0.5724298,0.57024986
MINAS-BR,48,0.44414535,0.0,4.7348486E-4,0.38348013,0.5905526,0.4644522,0.37517053,0.39035186,0.27926573,0.57327724,0.57139903
MINAS-BR,49,0.4461043,0.0,4.638219E-4,0.38407186,0.59640294,0.46464828,0.37589338,0.39018026,0.27968478,0.57424635,0.57299894
MINAS-BR,50,0.44848,0.0,4.5454546E-4,0.3851897,0.6016069,0.46491966,0.37706816,0.39006686,0.2806588,0.5753225,0.5743708
MINAS-BR,51,0.4493259,0.0,4.456328E-4,0.38535917,0.6040815,0.4652205,0.37759957,0.38998443,0.28123978,0.57642484,0.57440513
UnkRM,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UnkRM,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
