timestamp;actual;predicted
330;[2];[0]
331;[2];[1]
332;[2];[0]
333;[2];[0, 1]
334;[2];[0, 1]
335;[2];[0]
336;[2];[0]
337;[2];[0]
338;[2];[0]
339;[2];[0]
340;[2];[0]
341;[2];[0]
342;[2];[0]
343;[2];[0]
344;[2];[0, 1]
345;[2];[0, 1]
346;[2];[0]
347;[2];[0, 1]
348;[2];[1]
349;[3, 4];[0]
350;[3];[0]
351;[3, 4];[0, 4]
352;[3];[0]
353;[3];[0]
354;[3];[0]
355;[3];[0]
356;[3];[0, 1]
357;[3];[0]
358;[3];[0]
359;[3];[0]
360;[3];[0]
361;[3];[0]
362;[3];[0]
363;[3];[0]
364;[3];[0]
365;[3];[0]
366;[3];[0]
367;[4];[0]
368;[3];[0, 4]
369;[3];[0]
370;[3];[0]
371;[3];[0]
372;[3, 4];[0]
373;[3];[0]
374;[3];[0]
375;[3];[0]
376;[3];[0]
377;[3];[0]
378;[3];[0]
379;[3];[4]
380;[3];[0]
381;[3];[0]
382;[3];[0]
383;[3];[0]
384;[3];[0]
385;[3];[0]
386;[3];[0]
387;[3];[0]
388;[3];[0]
389;[3];[0]
390;[3];[4]
391;[3];[0]
392;[3];[0, 1]
393;[3];[0, 1]
394;[3];[0]
395;[3];[0]
396;[3];[0]
397;[3];[0]
398;[3];[0]
399;[3];[0]
400;[3];[0]
401;[3];[0]
402;[3];[0]
403;[3, 4];[0]
404;[3];[0]
405;[3];[0]
406;[3];[0]
407;[3, 4];[0, 4]
408;[3];[0]
409;[3];[0, 4]
410;[3];[0]
411;[3];[0]
412;[3];[0]
413;[3];[0, 4]
414;[3];[0]
415;[3];[0]
416;[3];[0]
417;[3];[0]
418;[3, 4];[0]
419;[3];[0]
420;[3];[0]
421;[3, 4];[0]
422;[3];[0]
423;[3, 4];[0]
424;[3];[0]
425;[3];[0]
426;[3];[0]
427;[3];[0]
428;[3];[0]
429;[3];[0]
430;[3];[0]
431;[3];[0]
432;[3];[0]
433;[3];[0]
434;[3];[0]
435;[3];[0]
436;[3];[0]
437;[3];[0]
438;[3];[0]
439;[3];[0]
440;[3];[0]
441;[3];[0]
442;[3, 4];[0]
443;[3];[0]
444;[3];[0]
445;[3];[0]
446;[3];[0]
447;[3];[0]
448;[3];[0]
449;[3];[0]
450;[3];[0]
451;[3];[0]
452;[3];[0]
453;[3];[0]
454;[3];[0]
455;[3];[0]
456;[3];[0]
457;[3];[0]
458;[3];[0]
459;[3, 4];[4]
460;[3];[0]
461;[3];[0]
462;[3, 4];[0]
463;[3];[0]
464;[3];[0]
465;[3];[0]
466;[3];[0]
467;[3];[0]
468;[3];[0, 4]
469;[3];[4]
470;[3, 4];[4]
471;[3];[0]
472;[3];[0]
473;[3];[0]
474;[3];[0]
475;[3];[0]
476;[3];[0]
477;[3];[0]
478;[3];[0]
479;[3];[0]
480;[3];[0]
481;[3, 4];[0]
482;[3];[0]
483;[3];[0]
484;[3];[0]
485;[3];[0]
486;[3];[0]
487;[3];[0]
488;[3];[0]
489;[3];[0]
490;[3];[0]
491;[3];[0]
492;[3];[0]
493;[3];[0]
494;[3];[0]
495;[3];[0]
496;[3];[0]
497;[3];[0]
498;[3];[0]
499;[3];[0]
500;[3];[0]
501;[3];[0]
502;[3];[0]
503;[3];[0]
504;[3, 4];[0]
505;[3];[0]
506;[3];[0]
507;[3];[0]
508;[3];[0]
509;[3];[0]
510;[3];[0]
511;[3];[0]
512;[3, 4];[0]
513;[3];[0]
514;[3];[0]
515;[3];[0]
516;[3];[0]
517;[3];[0]
518;[3];[0]
519;[3];[0]
520;[3];[0]
521;[3];[0]
522;[3];[0]
523;[3];[0]
524;[3];[0]
525;[3];[0]
526;[4];[0]
527;[4];[0]
528;[4];[0]
529;[4];[0, 4]
530;[4];[0]
531;[4];[0]
532;[4];[0]
533;[4];[0]
534;[4];[0]
535;[4];[0]
536;[4];[0, 5]
537;[4];[0, 4]
538;[4];[0]
539;[4];[0]
540;[4];[0]
541;[4];[0]
542;[4];[0]
543;[4];[0]
544;[4];[0]
545;[4];[0]
546;[4];[0]
547;[4];[0, 4]
548;[4];[0]
549;[4];[0]
550;[4];[0, 4]
551;[4];[0]
552;[4];[0]
553;[4];[0]
554;[4];[0, 4]
555;[4];[0]
556;[4];[0]
557;[3, 4];[0]
558;[3, 4];[0]
559;[4];[0]
560;[4];[0]
561;[4];[0]
562;[4];[0, 1]
563;[4];[0, 4]
564;[4];[5]
565;[4];[0]
566;[4];[0]
567;[4];[0]
568;[3, 4];[0]
569;[3, 4];[0]
570;[4];[0]
571;[4];[0]
572;[4];[0]
573;[4];[0]
574;[4];[0]
575;[4];[0]
576;[4];[0]
577;[4];[0, 4]
578;[4];[0, 4]
579;[3, 4];[0]
580;[4];[0, 4]
581;[4];[0]
582;[4];[0]
583;[4];[0]
584;[4];[0, 4]
585;[4];[0, 4]
586;[4];[0, 4]
587;[4];[0, 4]
588;[4];[0]
589;[4];[0]
590;[4];[0]
591;[4];[0]
592;[4];[0]
593;[4];[4]
594;[4];[0]
595;[4];[5]
596;[4];[0]
597;[4];[0, 4]
598;[4];[0]
599;[3, 4];[0]
600;[3, 4];[0]
601;[4];[0]
602;[4];[0, 1]
603;[4];[0]
604;[4];[0]
605;[4];[0]
606;[4];[0]
607;[4];[0]
608;[4];[0, 5]
609;[4];[1]
610;[4];[0]
611;[4];[0]
612;[4];[0]
613;[4];[0, 1]
614;[4];[0]
615;[4];[5]
616;[4];[0]
617;[4];[0]
618;[4];[0]
619;[4];[0]
620;[4];[4]
621;[4];[0, 5]
622;[4];[0, 4]
623;[4];[0]
624;[4];[0]
625;[4];[0]
626;[4];[0]
627;[4];[0, 5]
628;[4];[0, 5]
629;[4];[5]
630;[4];[0]
631;[4];[0]
632;[4];[0, 4]
633;[4];[0, 4]
634;[4];[0]
635;[4];[0, 4]
636;[4];[0, 4]
637;[4];[0]
638;[4];[0]
639;[4];[0]
640;[4];[0]
641;[4];[0, 4]
642;[4];[5]
643;[4];[0, 4]
644;[4];[0, 5]
645;[4];[0]
646;[4];[0, 4]
647;[4];[0, 4]
648;[4];[0]
649;[4];[0, 4]
650;[4];[0]
651;[4];[0]
652;[4];[0]
653;[4];[0]
654;[4];[0]
655;[4];[0]
656;[4];[0, 4]
657;[4];[0]
658;[4];[0]
659;[4];[5]
660;[4];[0]
661;[3, 4];[0]
662;[4];[0]
663;[4];[0, 4]
664;[3, 4];[0]
665;[4];[0]
666;[4];[0]
667;[4];[4]
668;[4];[0]
669;[4];[0]
670;[4];[0]
671;[4];[0]
672;[4];[0]
673;[4];[0]
674;[4];[0]
675;[4];[0]
676;[4];[0, 5]
677;[4];[0]
678;[4];[4]
679;[4];[0]
680;[4];[0]
681;[4];[0, 4]
682;[4];[0]
683;[3, 4];[0, 4]
684;[4];[0]
685;[4];[0]
686;[4];[5]
687;[4];[0, 5]
688;[4];[4]
689;[4];[0]
690;[4];[0]
691;[4];[0]
692;[4];[0]
693;[4];[0, 4]
694;[4];[0]
695;[4];[0]
696;[4];[0]
697;[4];[0]
698;[4];[4]
699;[4];[0, 4]
700;[4];[0]
701;[4];[0]
702;[4];[0]
703;[4];[0]
704;[4];[0]
705;[4];[0, 4]
706;[4];[0]
707;[4];[0]
708;[4];[0]
709;[4];[0]
710;[4];[0]
711;[4];[0]
712;[4];[0]
713;[4];[0]
714;[4];[0]
715;[4];[0]
716;[4];[0]
717;[4];[0]
718;[4];[0, 4]
719;[4];[0, 5]
720;[4];[0]
721;[4];[0, 4]
722;[4];[0]
723;[4];[0]
724;[4];[0]
725;[4];[0, 4]
726;[4];[0]
727;[4];[0, 4]
728;[4];[0]
729;[4];[0]
730;[4];[5]
731;[4];[5]
732;[4];[0]
733;[4];[0, 5]
734;[4];[0]
735;[4];[0, 4]
736;[4];[0]
737;[4];[0]
738;[4];[0]
739;[4];[0]
740;[4];[0]
741;[4];[0]
742;[4];[0]
743;[4];[0]
744;[4];[0]
745;[4];[0]
746;[4];[4]
747;[4];[0]
748;[4];[0, 4]
749;[3, 4];[0]
750;[4];[0]
751;[4];[0]
752;[4];[0, 5]
753;[4];[0]
754;[4];[4]
755;[4];[4]
756;[4];[4]
757;[4];[0]
758;[4];[0, 4]
759;[5];[0]
760;[5];[0]
761;[5];[0]
762;[5];[0]
763;[5];[0]
764;[5];[0]
765;[5];[0]
766;[5];[0]
767;[5];[0]
768;[5];[0]
769;[5];[0]
770;[5];[0]
771;[5];[0]
772;[5];[0]
773;[5];[0, 5]
774;[5];[0]
775;[5];[0]
776;[5];[0]
777;[5];[0]
778;[5];[0]
779;[5];[0]
780;[5];[0]
781;[5];[0]
782;[5];[0]
783;[5];[0]
784;[5];[0, 5]
785;[5];[0]
786;[5];[0]
787;[5];[0]
788;[5];[0]
789;[5];[0]
790;[5];[0, 5]
791;[5];[0]
792;[5];[0, 5]
793;[5];[5]
794;[5];[0]
795;[5];[0]
796;[5];[0]
797;[5];[0]
798;[5];[0]
799;[5];[0]
800;[5];[0]
801;[5];[0, 4]
802;[5];[0]
803;[5];[0, 4]
804;[5];[0]
805;[5];[0, 5]
806;[5];[0]
807;[5];[0, 5]
808;[5];[0]
809;[5];[0]
810;[5];[0]
811;[5];[0]
812;[5];[0]
813;[5];[0, 5]
814;[5];[0]
815;[5];[0, 4]
816;[5];[0]
817;[5];[0]
818;[5];[0]
819;[5];[0]
820;[5];[0]
821;[5];[0]
822;[5];[0]
823;[5];[0]
824;[5];[0]
825;[5];[0]
826;[5];[0, 5]
827;[5];[0]
828;[5];[0]
829;[5];[0]
830;[5];[0]
831;[5];[0]
832;[5];[0]
833;[5];[0]
834;[5];[0]
835;[5];[0]
836;[5];[0]
837;[5];[0]
838;[5];[4]
839;[5];[0]
840;[5];[0]
841;[5];[0]
842;[5];[0]
843;[5];[0]
844;[5];[0]
845;[5];[0]
846;[5];[4]
847;[5];[0]
848;[5];[0]
849;[5];[0]
850;[5];[5]
851;[5];[0, 1]
852;[5];[0, 4]
853;[5];[0]
854;[5];[0]
855;[5];[0]
856;[5];[0]
857;[5];[0]
858;[5];[0]
859;[5];[0]
860;[5];[0]
861;[5];[0]
862;[5];[0]
863;[5];[0, 5]
864;[5];[0]
865;[5];[0]
866;[5];[0]
867;[5];[0, 5]
868;[5];[0]
869;[5];[0]
870;[5];[0]
871;[5];[0]
872;[5];[0]
873;[5];[0]
874;[5];[5]
875;[5];[0]
876;[5];[0]
877;[5];[0]
878;[5];[0]
879;[5];[0, 5]
880;[5];[0, 5]
881;[5];[0]
882;[4, 5];[0]
883;[5];[0]
884;[5];[0]
885;[5];[0]
886;[5];[0]
887;[5];[0]
888;[5];[0]
889;[5];[0]
890;[5];[0, 5]
891;[5];[0]
892;[5];[0, 5]
893;[5];[0]
894;[5];[0]
895;[5];[0]
896;[5];[0, 5]
897;[5];[0]
898;[5];[0]
899;[5];[0]
900;[5];[0, 5]
901;[5];[0]
902;[5];[0]
903;[5];[4]
904;[5];[0]
905;[5];[0]
906;[5];[0]
907;[5];[0]
908;[5];[0]
909;[5];[0]
910;[5];[0]
911;[5];[0]
912;[5];[0]
913;[5];[0]
914;[5];[0]
915;[5];[0]
916;[5];[0]
917;[5];[0]
918;[5];[0]
919;[5];[0]
920;[5];[0]
921;[5];[0]
922;[5];[0]
923;[5];[0]
924;[5];[0]
925;[5];[0]
926;[3, 5];[0]
927;[5];[0, 4]
928;[5];[0]
929;[5];[0]
930;[5];[0]
931;[5];[0]
932;[5];[0, 1]
933;[5];[0]
934;[5];[0]
935;[5];[0]
936;[5];[0]
937;[5];[0]
938;[5];[0, 5]
939;[5];[0]
940;[5];[0]
941;[5];[0]
942;[5];[0, 5]
943;[5];[0]
944;[5];[0]
945;[5];[0]
946;[5];[0]
947;[5];[0]
948;[5];[0]
949;[5];[0]
950;[5];[0]
951;[5];[0]
952;[5];[0]
953;[5];[0]
954;[5];[0, 5]
955;[5];[0]
956;[5];[0]
957;[5];[0]
958;[5];[0]
959;[5];[0]
960;[5];[0]
961;[5];[0]
962;[5];[0, 5]
963;[5];[0]
964;[5];[0]
965;[5];[0]
966;[5];[0]
967;[5];[0]
968;[5];[0]
969;[5];[0, 5]
970;[5];[0]
971;[0, 4];[0]
972;[0];[0]
973;[0];[0]
974;[0, 4];[0, 4]
975;[0];[0]
976;[0];[0, 1]
977;[0];[0]
978;[0];[0, 5]
979;[0];[0]
980;[0];[0]
981;[0];[0, 4]
982;[0];[0]
983;[0];[0]
984;[0];[0]
985;[0];[0]
986;[0];[0]
987;[0];[0]
988;[0, 4];[0]
989;[0];[0, 4]
990;[0];[0]
991;[0, 4];[0]
992;[0];[0]
993;[0];[0]
994;[0];[0]
995;[0];[0]
996;[0];[0]
997;[0];[0]
998;[0, 4];[5]
999;[0];[0]
1000;[0];[0]
1001;[0];[0]
1002;[0];[0]
1003;[0];[0]
1004;[0];[0]
1005;[0];[0]
1006;[0];[0]
1007;[0, 5];[0, 4]
1008;[0];[0]
1009;[0];[0]
1010;[0];[0]
1011;[0];[0]
1012;[0];[0]
1013;[0];[0]
1014;[0];[0]
1015;[0];[0]
1016;[0];[0]
1017;[0];[0]
1018;[0];[0, 4]
1019;[0];[0]
1020;[0];[0]
1021;[0];[0]
1022;[0];[0]
1023;[0];[0]
1024;[0];[0]
1025;[0];[0]
1026;[0, 5];[0]
1027;[0];[0]
1028;[0];[0]
1029;[0, 5];[0]
1030;[0];[0]
1031;[0];[0]
1032;[0];[0]
1033;[0];[0]
1034;[0];[0]
1035;[0];[0]
1036;[0];[0]
1037;[0];[0, 5]
1038;[0];[0]
1039;[0];[0, 4]
1040;[0];[0]
1041;[0];[0, 4]
1042;[0];[0]
1043;[0];[0]
1044;[0];[0]
1045;[0];[0]
1046;[0];[0]
1047;[0, 5];[0]
1048;[0];[0]
1049;[0];[0]
1050;[0];[0]
1051;[0];[0]
1052;[0];[0]
1053;[0];[0]
1054;[0];[0]
1055;[0];[0]
1056;[0];[0]
1057;[0];[0, 5]
1058;[0];[0]
1059;[0];[0]
1060;[0];[5]
1061;[0];[0]
1062;[0];[0]
1063;[0];[0]
1064;[0];[0]
1065;[0];[0]
1066;[0];[0]
1067;[0];[0]
1068;[0];[0]
1069;[0];[0]
1070;[0];[0]
1071;[0];[0]
1072;[0];[0, 5]
1073;[0];[0]
1074;[0];[0]
1075;[0];[0]
1076;[0];[0]
1077;[0];[0]
1078;[0];[0]
1079;[0, 4];[0]
1080;[0];[0]
1081;[0];[0]
1082;[0];[0]
1083;[0, 4];[0]
1084;[0];[0]
1085;[0];[0]
1086;[0];[0]
1087;[0];[4]
1088;[0];[0]
1089;[0];[0]
1090;[0];[0]
1091;[0];[0]
1092;[0];[0]
1093;[0];[0]
1094;[0];[0]
1095;[0];[0]
1096;[0, 5];[0]
1097;[0];[0]
1098;[0];[0]
1099;[0];[0]
1100;[0];[0]
1101;[0, 5];[0]
1102;[0];[0]
1103;[0, 4];[5]
1104;[0];[0]
1105;[0];[0]
1106;[0];[0]
1107;[0];[0]
1108;[0];[0]
1109;[0];[0]
1110;[0];[0]
1111;[0];[0]
1112;[0];[0]
1113;[0];[0]
1114;[0];[0]
1115;[0];[0]
1116;[0];[0]
1117;[0];[0]
1118;[0];[0]
1119;[0];[0, 5]
1120;[0];[0]
1121;[0];[0]
1122;[0];[0]
1123;[0];[0]
1124;[0, 4];[0]
1125;[0];[0]
1126;[0, 4];[0]
1127;[0];[0]
1128;[0];[0]
1129;[0];[0]
1130;[0];[0]
1131;[0];[0]
1132;[0, 4];[0]
1133;[0];[0]
1134;[0];[0]
1135;[0];[0]
1136;[0, 3];[0]
1137;[0];[0]
1138;[0];[0]
1139;[0];[0, 5]
1140;[0, 5];[0]
1141;[0];[0]
1142;[0];[0]
1143;[0];[0]
1144;[0, 4];[5]
1145;[0, 4];[0]
1146;[0];[0]
1147;[0, 4];[0]
1148;[0];[0]
1149;[0];[4]
1150;[0, 4];[0]
1151;[0, 4];[0]
1152;[0];[0]
1153;[0];[0]
1154;[0];[0]
1155;[0];[0]
1156;[0];[0]
1157;[0];[0]
1158;[0];[0]
1159;[0];[0]
1160;[0];[0]
1161;[0];[0]
1162;[0];[0]
1163;[0];[0]
1164;[0, 4];[0]
1165;[0];[0, 4]
1166;[0];[0]
1167;[0];[0]
1168;[0];[0]
1169;[0];[0]
1170;[0];[0]
1171;[1];[5]
1172;[1];[0, 1]
1173;[1];[1]
1174;[1];[1]
1175;[1];[1]
1176;[1];[1]
1177;[1];[1]
1178;[1];unknwon
1179;[1];[1]
1180;[1];[0, 1]
1181;[1];[1]
1182;[1];[1]
1183;[1];[1]
1184;[1];[1]
1185;[1];[1]
1186;[1];[0]
1187;[1];[0, 1]
1188;[1];[0]
1189;[1];[0, 1]
1190;[1];[0]
1191;[1];[0]
1192;[1];[0]
1193;[1];[1]
1194;[1];[0, 1]
1195;[1];[0, 1]
1196;[1];[1]
1197;[1];[0, 1]
1198;[1];[0]
1199;[1];[1]
1200;[1];[0, 1]
1201;[1];[0, 1]
1202;[1];[1]
1203;[1];[0]
1204;[1];[1]
1205;[1];[0]
1206;[1];[0, 1]
1207;[1];[0]
1208;[1];[1]
1209;[1];[0, 1]
1210;[1];[1]
1211;[1];[0]
1212;[1];[1]
1213;[1];[0, 1]
1214;[1];[0, 1]
1215;[1];[0, 1]
1216;[1];[0, 1]
1217;[1];[0, 1]
1218;[1];[1]
1219;[1];[0, 1]
1220;[1];unknwon
1221;[1];[0, 1]
1222;[1];[0, 1]
1223;[1];[0, 1]
1224;[1];[0, 1]
1225;[1];[0]
1226;[1];[0, 1]
1227;[1];[1]
1228;[1];[0, 1]
1229;[1];[0, 1]
1230;[1];[0, 1]
1231;[1];[0]
1232;[1];[0, 1]
1233;[1];[0, 1]
1234;[1];[0, 1]
1235;[1];[0, 1]
1236;[1];[0, 1]
1237;[1];[0, 1]
1238;[1];[0]
1239;[1];[0, 1]
1240;[1];[0, 1]
1241;[1];[0, 1]
1242;[1];[0, 1]
1243;[1];[0, 1]
1244;[1];[1]
1245;[1];[0, 1]
1246;[1];[0, 1]
1247;[1];[0]
1248;[1];[0, 1]
1249;[1];[5]
1250;[1];[0, 1]
1251;[1];[0, 1]
1252;[1];[1]
1253;[1];[0]
1254;[1];[0, 1]
1255;[1];[0]
1256;[1];[0]
1257;[1];[0, 1]
1258;[1];[1]
1259;[1];[1]
1260;[1];[0]
1261;[1];[1]
1262;[1];unknwon
1263;[1];[0]
1264;[1];[1]
1265;[1];[1]
1266;[1];[0, 1]
1267;[1];[1]
1268;[1];[0, 1]
1269;[1];[1]
1270;[1];[1]
1271;[1];[0, 1]
1272;[1];[0, 1]
1273;[1];[0]
1274;[1];[0, 1]
1275;[1];[0]
1276;[1];[0]
1277;[1];[0, 1]
1278;[1];[0, 1]
1279;[1];[0]
1280;[1];[0]
1281;[1];[1]
1282;[1];[0, 1]
1283;[1];[0, 1]
1284;[1];[0, 1]
1285;[1];[0]
1286;[1];[0, 1]
1287;[1];[0, 1]
1288;[1];[1]
1289;[1];[0, 1]
1290;[1];[0, 1]
1291;[1];[1]
1292;[1];[1]
1293;[1];[0, 1]
1294;[1];[0, 1]
1295;[1];[0, 1]
1296;[1];[1]
1297;[1];[1]
1298;[1];[0, 1]
1299;[1];[0, 1]
1300;[1];[0, 1]
1301;[1];[0]
1302;[1];[0, 1]
1303;[1];[0, 1]
1304;[1];[0, 1]
1305;[1];[1]
1306;[1];[1]
1307;[1];[0, 1]
1308;[1];[4]
1309;[1];[1]
1310;[1];[0, 1]
1311;[1];[0, 1]
1312;[1];[0, 1]
1313;[1];[0, 1]
1314;[1];[0, 1]
1315;[1];[0, 1]
1316;[1];[0, 1]
1317;[1];[0, 1]
1318;[1];[0, 1]
1319;[1];[0, 1]
1320;[1];[0, 1]
1321;[1];[0, 1]
1322;[1];[0]
1323;[1];[0, 1]
1324;[1];[0, 1]
1325;[1];[0, 1]
1326;[1];[1]
1327;[1];[1]
1328;[1];[1]
1329;[1];[1]
1330;[1];[0, 1]
1331;[1];[1]
1332;[1];[0]
1333;[1];[0, 1]
1334;[1];[0, 1]
1335;[1];[0]
1336;[1];[0, 1]
1337;[1];[0, 1]
1338;[1];[0, 1]
1339;[1];[0, 1]
1340;[1];[0, 1]
1341;[1];[0, 1]
1342;[1];[0, 1]
1343;[1];[0, 1]
1344;[1];[1]
1345;[1];[0]
1346;[1];[0, 1]
1347;[1];[0, 1]
1348;[1];[1]
1349;[1];[1]
1350;[1];[1]
1351;[1];[0, 1]
1352;[1];[1]
1353;[1];[0]
1354;[1];[0, 1]
1355;[1];[0, 1]
1356;[1];[0, 1]
1357;[1];[1]
1358;[1];[1]
1359;[1];[0, 1]
1360;[1];[0, 1]
1361;[1];[1]
1362;[1];[1]
