timestamp;actual;predicted
179;[5, 6, 10];[11, 1, 12, 2, 14, 15, 16, 17, 7, 8, 9, 10]
180;[5, 6, 7, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
181;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
182;[5, 6, 7, 9, 10];[11, 1, 12, 14, 15, 5, 16, 17, 8, 9, 10]
183;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
184;[5, 6, 7, 10];[11, 1, 12, 2, 14, 15, 5, 16, 17, 8, 9, 10]
185;[5, 6, 9, 10];[11, 12, 1, 2, 14, 15, 5, 16, 17, 7, 8, 10]
186;[5, 6, 9, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
187;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9]
188;[5, 6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
189;[5, 6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
190;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 8, 9, 10]
191;[5, 6, 8, 10];[12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
192;[5, 6, 10];[11, 12, 1, 2, 14, 15, 5, 16, 17, 8, 9, 10]
193;[5, 6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
194;[5, 6, 10];[11, 12, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
195;[5, 6, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
196;[15, 6, 8, 10];[11, 1, 12, 2, 13, 14, 15, 16, 17, 8, 9, 10]
197;[15, 6, 8, 10];[11, 12, 1, 2, 14, 15, 5, 16, 17, 7, 8, 9]
198;[15, 5, 6, 8, 10];[11, 12, 1, 2, 14, 15, 16, 17, 8, 9, 10]
199;[5, 6, 17, 8, 10];[11, 1, 12, 2, 14, 15, 5, 16, 17, 8, 9, 10]
200;[1, 14, 5, 6, 8, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
201;[5, 6, 10];[11, 1, 12, 2, 13, 14, 15, 17, 8, 9, 10]
202;[5, 6, 10];[11, 1, 13, 2, 14, 15, 5, 16, 17, 8, 9, 10]
203;[5, 6, 9, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
204;[6, 17, 7, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
205;[2, 15, 5, 6, 17, 8, 10];[11, 1, 2, 14, 15, 5, 16, 17, 7, 8, 9, 10]
206;[11, 2, 15, 5, 6, 17, 8, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
207;[5, 6, 8, 9, 10];[11, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
208;[5, 6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 8, 9, 10]
209;[6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
210;[5, 6, 9, 10];[11, 1, 12, 2, 15, 5, 16, 17, 8, 9, 10]
211;[5, 6, 8, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9]
212;[6, 8, 9, 10];[11, 12, 1, 13, 2, 15, 5, 16, 17, 8, 9, 10]
213;[5, 6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 8, 9, 10]
214;[15, 6, 17, 8, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
215;[15, 5, 6, 8, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
216;[5, 6, 8, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
217;[5, 6, 8, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
218;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 7, 8, 9, 10]
219;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
220;[5, 6, 10];[11, 12, 13, 14, 15, 17, 1, 2, 5, 7, 8, 9, 10]
221;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 7, 8, 9, 10]
222;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
223;[5, 6, 9, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
224;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
225;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
226;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
227;[5, 6, 7, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
228;[5, 6, 7, 10];[11, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
229;[5, 6, 10];[12, 13, 14, 15, 16, 17, 0, 1, 2, 7, 8, 9, 10]
230;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
231;[0, 13, 5, 6, 7, 9, 10];[11, 12, 13, 15, 16, 17, 0, 2, 5, 7, 8, 9, 10]
232;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
233;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
234;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
235;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 7, 9, 10]
236;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
237;[5, 6, 9, 10];[11, 12, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
238;[5, 6, 10];[12, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
239;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
240;[5, 6, 10];[11, 12, 14, 15, 16, 17, 0, 1, 2, 5, 8, 9, 10]
241;[5, 6, 10];[11, 12, 13, 2, 14, 15, 5, 16, 17, 7, 8, 9]
242;[5, 6, 7, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
243;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
244;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
245;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
246;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
247;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
248;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
249;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 8, 9, 10]
250;[5, 6, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
251;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
252;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
253;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 7, 8, 9, 10]
254;[5, 6, 10];[11, 12, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
255;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
256;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
257;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 8, 9, 10]
258;[5, 6, 7, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
259;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
260;[0, 13, 5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 0, 1, 2, 5, 7, 8, 9, 10]
261;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 7, 8, 9, 10]
262;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
263;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
264;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 10]
265;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
266;[5, 6, 7, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
267;[5, 6, 10];[11, 12, 13, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
268;[5, 6, 7, 10];[11, 12, 13, 14, 15, 16, 17, 2, 5, 7, 8, 9, 10]
269;[5, 6, 7, 10];[11, 12, 14, 15, 16, 17, 1, 2, 5, 7, 8, 9, 10]
